age,workclass,education_level,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,event_time,random_flag,source_system,event_time_std
39.0,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,nan,nan,0.0,,45.0,United-States,<=80K,05/08/23,Y,batch,
90.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,>80K,24/11/25,N,crm,
41.0,Private,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,,40.0,United-States,<=80K,05/11/24,N,web,
56.0,Self-emp-inc,Assoc-voc,nan,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,,United-States,>80K,08/02/26,N,batch,
20.0,Private,Under Graduate,6.00,Never-married,Other-service,Not-in-family,White,Male,,0.0,40.0,United-States,nan,13/08/24,Y,crm,
44.0,Private,Under Graduate,8,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,11/04/25,N,app,
19.0,State-gov,Under Graduate,8,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=80K,13/01/25,nan,web,
59.0,Private,Masters,14,Never-married,Sales,nan,White,nan,27828.0,0.0,45.0,United-States,>80K,10-15-2025,N,web,
50.0,Private,Under Graduate,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,22/06/24,N,batch,
56.0,Private,Under Graduate,5,Widowed,Sales,Unmarried,nan,Female,0.0,0.0,40.0,United-States,<=80K,08/08/25,nan,app,
61.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,nan,nan,batch,
18.0,Local-gov,Under Graduate,4,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,29/04/25,Y,crm,
30.0,Private,Under Graduate,5,Never-married,Farming-fishing,Other-relative,Black,Male,0.0,0.0,40.0,United-States,<=80K,12/03/23,Y,crm,
55.0,Private,Under Graduate,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,75.0,United-States,<=80K,03/10/26,nan,web,
71.0,Private,Under Graduate,7,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,75.0,United-States,<=80K,12/04/26,nan,crm,
49.0,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,,0.0,40.0,United-States,<=80K,11/01/25,nan,app,
51.0,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,03-22-2026,Y,web,
56.0,Private,Under Graduate,5,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,,40.0,United-States,<=80K,nan,nan,batch,
29.0,Private,Under Graduate,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,Dominican-Republic,<=80K,04-24-2025,nan,app,
76.0,Private,Under Graduate,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=80K,06/08/24,N,web,
39.0,Private,Under Graduate,8.00,Married-civ-spouse,Machine-op-inspct,nan,White,Male,0.0,0.0,40.0,United-States,<=80K,06-15-2025,nan,web,
57.0,Private,Under Graduate,3,Married-civ-spouse,Craft-repair,nan,nan,Male,0.0,0.0,40.0,United-States,<=80K,28/05/24,Y,batch,
76.0,Private,Under Graduate,4,Widowed,Priv-house-serv,Not-in-family,White,Female,0.0,,40.0,United-States,<=80K,06-25-2024,N,app,
61.0,Self-emp-not-inc,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0.0,0.0,90.0,United-States,<=80K,nan,Y,app,
34.0,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,2042.0,10.0,United-States,<=80K,23/12/25,nan,batch,
77.0,Self-emp-not-inc,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,nan,0.0,1944.0,1.0,United-States,<=80K,18/07/25,N,app,
45.0,Private,nan,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,48.0,United-States,>80K,05-16-2025,Y,web,
30.0,Private,Prof-school,15,Widowed,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=80K,24/08/25,Y,crm,
59.0,Private,Under Graduate,nan,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942.0,,40.0,United-States,<=80K,14/01/25,Y,crm,
23.0,Private,Under Graduate,nan,Separated,Prof-specialty,Own-child,White,Male,0.0,0.0,35.0,United-States,<=80K,03-26-2026,N,web,
28.0,Private,nan,10,Never-married,Tech-support,Not-in-family,White,Female,4865.0,0.0,40.0,United-States,<=80K,13/05/24,N,crm,
52.0,Local-gov,Assoc-acdm,12,Divorced,nan,Not-in-family,nan,Female,4865.0,0.0,,United-States,<=80K,08/12/24,nan,web,
46.0,Private,Under Graduate,7,Divorced,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,15/01/26,Y,app,
41.0,Private,Under Graduate,3,Married-civ-spouse,Farming-fishing,Husband,White,nan,0.0,0.0,40.0,Mexico,<=80K,22/02/25,N,web,
36.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,,United-States,<=80K,08-19-2025,Y,crm,
27.0,Private,Masters,14,Never-married,Sales,Own-child,White,nan,0.0,0.0,40.0,United-States,<=80K,06/05/24,N,app,
24.0,Private,Under Graduate,2,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,0.0,0.0,5.0,Vietnam,<=80K,12/11/25,nan,app,
29.0,Private,nan,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,10/04/25,nan,crm,
31.0,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,06/01/26,N,batch,
64.0,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,nan,26/01/24,N,batch,
42.0,Private,Under Graduate,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,2205.0,40.0,United-States,<=80K,08-14-2023,nan,web,
35.0,Private,Assoc-acdm,12,Married-civ-spouse,nan,Wife,White,Female,0.0,0.0,,United-States,>80K,15/06/25,nan,web,
56.0,Federal-gov,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,,2001.0,65.0,United-States,<=80K,04/05/25,N,crm,
19.0,Private,nan,7,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,24.0,United-States,<=80K,11/09/25,Y,web,
59.0,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,,United-States,<=80K,03/09/25,N,crm,
76.0,Local-gov,HS-grad,nan,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,15.0,United-States,<=80K,08-16-2025,N,app,
60.0,Private,Under Graduate,4,Divorced,Machine-op-inspct,Unmarried,White,nan,0.0,0.0,40.0,United-States,<=80K,18/08/24,nan,app,
54.0,Private,Under Graduate,2,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,Haiti,>80K,08/06/24,Y,app,
61.0,Local-gov,Under Graduate,4.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,2885.0,0.0,40.0,United-States,<=80K,06/02/25,N,web,
18.0,Private,Under Graduate,6,nan,Priv-house-serv,Own-child,Black,Female,0.0,0.0,20.0,United-States,<=80K,26/01/26,nan,crm,
58.0,Private,Under Graduate,4,Widowed,Other-service,Not-in-family,nan,Female,0.0,0.0,30.0,United-States,<=80K,02/06/25,nan,crm,
67.0,Private,Under Graduate,4.00,Married-civ-spouse,Transport-moving,Husband,Black,Male,10566.0,0.0,40.0,nan,<=80K,24/08/25,nan,web,
59.0,Private,Under Graduate,4,Divorced,Transport-moving,Not-in-family,White,Male,0.0,,,United-States,<=80K,04-21-2026,nan,batch,
59.0,Private,Some-college,nan,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,35.0,United-States,>80K,04/02/26,Y,crm,
40.0,Private,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,19/06/25,Y,crm,
74.0,State-gov,Some-college,10,Separated,Sales,Not-in-family,White,Male,0.0,0.0,16.0,United-States,<=80K,10-22-2023,N,web,
40.0,Self-emp-not-inc,Under Graduate,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,nan,Y,web,
52.0,Local-gov,nan,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>80K,22/02/24,N,web,
33.0,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,84.0,United-States,>80K,10-16-2023,N,batch,
29.0,Private,Assoc-voc,11.00,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,45.0,United-States,<=80K,08-17-2023,Y,batch,
28.0,Private,Under Graduate,6,Widowed,Adm-clerical,Unmarried,White,Female,0.0,2238.0,35.0,United-States,<=80K,03/02/24,N,crm,
65.0,Unknown,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,07/02/26,Y,crm,
27.0,Private,Masters,14,Never-married,nan,Not-in-family,White,Female,0.0,1504.0,45.0,United-States,<=80K,02-20-2024,N,crm,
20.0,Private,Assoc-voc,11.00,Never-married,Sales,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,<=80K,25/09/25,Y,crm,
61.0,Private,Some-college,10.00,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=80K,17/02/26,N,batch,
26.0,Private,Under Graduate,nan,Never-married,Farming-fishing,Other-relative,Black,Male,0.0,0.0,40.0,Mexico,<=80K,16/10/24,Y,app,
59.0,Unknown,Under Graduate,7,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=80K,08/11/24,N,app,
79.0,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,14/05/25,N,app,
28.0,Private,Under Graduate,5,nan,Sales,Husband,White,Male,4508.0,0.0,40.0,United-States,<=80K,08/06/24,N,crm,
41.0,Private,Under Graduate,5,Separated,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,07/01/24,Y,crm,
61.0,Private,Under Graduate,1,Married-spouse-absent,nan,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,China,<=80K,nan,N,crm,
62.0,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,24/05/25,Y,app,
57.0,Private,Some-college,10,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,14/02/24,N,crm,
24.0,Private,Under Graduate,nan,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,30.0,United-States,<=80K,01-22-2025,N,app,
,Private,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=80K,17/09/24,nan,batch,
60.0,Self-emp-inc,nan,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,20/11/25,N,app,
59.0,Self-emp-not-inc,Under Graduate,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,<=80K,23/10/24,Y,crm,
42.0,Private,Masters,14,Divorced,Tech-support,Unmarried,Black,Female,4687.0,0.0,35.0,United-States,>80K,12/12/25,Y,batch,
53.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137.0,0.0,40.0,United-States,<=80K,nan,N,app,
43.0,Private,Under Graduate,nan,Separated,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,nan,<=80K,21/04/25,N,app,
40.0,Private,nan,9.00,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=80K,20/02/24,N,crm,
57.0,Private,Under Graduate,8,Married-civ-spouse,Adm-clerical,Husband,nan,Male,0.0,0.0,40.0,United-States,<=80K,03/09/23,N,web,
81.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,nan,Male,0.0,2377.0,26.0,United-States,>80K,31/03/25,N,batch,
50.0,State-gov,HS-grad,9,Widowed,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,29/09/24,Y,web,
37.0,Private,nan,10,Divorced,Adm-clerical,Unmarried,White,Female,25236.0,0.0,25.0,United-States,>80K,02/10/23,Y,app,
24.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,23/02/24,N,crm,
65.0,Private,Under Graduate,7,nan,Other-service,Husband,White,Male,0.0,0.0,20.0,United-States,<=80K,19/01/25,nan,batch,
24.0,Private,Assoc-acdm,12,Never-married,Exec-managerial,nan,White,Male,0.0,0.0,40.0,United-States,<=80K,12/10/23,nan,crm,
31.0,Private,Under Graduate,7,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50.0,nan,<=80K,11/01/25,nan,app,
55.0,Private,nan,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,,40.0,United-States,<=80K,nan,Y,app,
60.0,Private,Under Graduate,5.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,,United-States,<=80K,07/03/24,N,app,
41.0,Private,Assoc-acdm,12,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,08/02/25,N,batch,
61.0,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States,nan,07-31-2025,nan,app,
35.0,State-gov,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,27/08/24,N,batch,
37.0,Private,nan,9,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,45.0,United-States,<=80K,09/07/24,nan,app,
69.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9386.0,0.0,72.0,United-States,>80K,30/10/25,nan,crm,
38.0,Unknown,Under Graduate,8.00,Never-married,Other-service,Unmarried,nan,Female,0.0,0.0,17.0,United-States,<=80K,22/11/25,N,batch,
22.0,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,,0.0,75.0,United-States,<=80K,08-16-2023,N,crm,
28.0,Private,Under Graduate,5.00,Never-married,Other-service,Other-relative,nan,Male,0.0,0.0,52.0,United-States,<=80K,09/11/23,nan,web,
26.0,Private,Under Graduate,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,nan,<=80K,10/04/23,nan,app,
41.0,Unknown,Under Graduate,6,Divorced,Sales,Not-in-family,White,nan,0.0,0.0,48.0,United-States,<=80K,07/10/24,Y,batch,
77.0,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,nan,Male,3818.0,0.0,14.0,United-States,<=80K,10/10/24,nan,web,
52.0,Federal-gov,Masters,14.00,Never-married,nan,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>80K,06/10/25,N,web,
66.0,Private,nan,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,24.0,United-States,nan,06/12/25,N,app,
18.0,Private,Under Graduate,4,Never-married,Sales,Own-child,White,Male,0.0,0.0,30.0,Mexico,<=80K,10-24-2023,N,batch,
50.0,Private,Under Graduate,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0.0,0.0,35.0,Philippines,nan,05-17-2025,Y,app,
21.0,Private,Assoc-voc,11,Never-married,Protective-serv,nan,White,Male,0.0,0.0,40.0,United-States,<=80K,04/04/25,Y,crm,
60.0,Private,Under Graduate,7.00,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,,United-States,<=80K,23/02/24,Y,batch,
33.0,Private,Under Graduate,6.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,,40.0,United-States,<=80K,24/02/26,Y,app,
56.0,Private,nan,4,nan,Handlers-cleaners,Husband,White,Male,0.0,0.0,,United-States,<=80K,19/07/25,Y,crm,
88.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,nan,Male,0.0,0.0,40.0,United-States,<=80K,10-15-2024,N,web,
24.0,Private,Under Graduate,3,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=80K,04-23-2025,nan,app,
27.0,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=80K,26/01/26,Y,batch,
71.0,Unknown,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Male,,0.0,20.0,United-States,<=80K,31/08/24,Y,batch,
38.0,Private,Under Graduate,nan,nan,nan,Husband,White,Male,0.0,0.0,40.0,Guatemala,<=80K,24/08/25,N,web,
23.0,Self-emp-not-inc,Under Graduate,2,Married-civ-spouse,Sales,Other-relative,White,nan,,0.0,40.0,United-States,<=80K,18/07/24,Y,app,
39.0,Private,Under Graduate,8,Divorced,nan,Unmarried,White,Female,0.0,,40.0,United-States,<=80K,02/03/26,nan,web,
54.0,Private,Under Graduate,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,nan,<=80K,12/12/23,N,batch,
63.0,Self-emp-not-inc,Under Graduate,4,Married-civ-spouse,Craft-repair,Husband,White,nan,0.0,0.0,40.0,United-States,<=80K,01/07/26,N,app,
40.0,Private,Under Graduate,7,Divorced,nan,Other-relative,White,Female,0.0,,20.0,United-States,<=80K,09-22-2025,N,web,
36.0,Private,Under Graduate,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,10-28-2023,nan,crm,
21.0,Self-emp-not-inc,Under Graduate,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,4508.0,0.0,30.0,Portugal,<=80K,24/07/25,Y,app,
34.0,Private,nan,9,Divorced,Farming-fishing,nan,White,Male,0.0,0.0,,United-States,<=80K,01-30-2025,N,app,
34.0,Private,Bachelors,13,nan,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,39.0,United-States,<=80K,nan,nan,crm,
48.0,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,17/11/24,N,batch,
59.0,Self-emp-not-inc,nan,13,Married-civ-spouse,nan,Husband,White,Male,,0.0,43.0,nan,>80K,10/01/25,Y,app,
72.0,Self-emp-not-inc,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,,United-States,<=80K,11/09/25,N,app,
69.0,Private,nan,13.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,20.0,United-States,<=80K,26/01/24,nan,web,
23.0,Private,nan,9.00,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,,Vietnam,<=80K,16/01/24,nan,crm,
34.0,State-gov,Doctorate,16.00,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,0.0,20.0,China,<=80K,05/09/24,N,batch,
62.0,Unknown,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,nan,Male,0.0,0.0,40.0,United-States,<=80K,06-24-2025,N,crm,
54.0,Private,Under Graduate,3.00,Married-civ-spouse,Transport-moving,nan,White,Male,0.0,,40.0,United-States,>80K,02/11/23,Y,app,
25.0,Private,Assoc-voc,11.00,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,<=80K,nan,Y,batch,
30.0,Private,Prof-school,15,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,24.0,nan,<=80K,08-22-2025,Y,crm,
44.0,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,28/06/24,nan,web,
39.0,Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,27/10/25,N,app,
23.0,Private,Under Graduate,6,Never-married,nan,Unmarried,White,Male,,0.0,50.0,United-States,<=80K,25/07/25,N,batch,
59.0,Private,Under Graduate,7,Married-civ-spouse,Sales,Husband,White,nan,0.0,0.0,60.0,United-States,<=80K,03/11/26,Y,crm,
49.0,Self-emp-not-inc,Assoc-acdm,12,Divorced,Exec-managerial,nan,White,Male,0.0,0.0,25.0,United-States,<=80K,28/02/26,nan,app,
36.0,Private,Under Graduate,5.00,Married-civ-spouse,Sales,Own-child,White,Male,0.0,0.0,50.0,United-States,nan,04/05/24,N,batch,
57.0,Private,Masters,14.00,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,,United-States,>80K,21/06/24,Y,web,
39.0,Private,Under Graduate,nan,Never-married,Other-service,nan,White,Female,0.0,0.0,12.0,United-States,<=80K,04/11/26,nan,app,
48.0,Private,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,43.0,United-States,<=80K,03-27-2024,N,app,
18.0,Local-gov,Under Graduate,6.00,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,6.0,United-States,<=80K,02/02/25,nan,app,
55.0,Private,nan,10,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,15/10/23,N,batch,
35.0,Private,Under Graduate,8,Never-married,Sales,nan,Black,Female,0.0,0.0,40.0,United-States,<=80K,11/05/25,nan,crm,
20.0,Private,Under Graduate,8,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,12-18-2024,nan,crm,
69.0,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,32.0,nan,nan,12/04/24,Y,batch,
61.0,Federal-gov,Masters,14.00,Widowed,Prof-specialty,Unmarried,White,nan,0.0,0.0,40.0,United-States,<=80K,19/08/24,N,crm,
25.0,Private,Under Graduate,2,Never-married,nan,Not-in-family,White,Female,0.0,0.0,40.0,Guatemala,<=80K,01/05/25,Y,batch,
42.0,State-gov,Assoc-voc,nan,nan,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,12/04/25,nan,batch,
37.0,Self-emp-not-inc,Under Graduate,7,Never-married,Farming-fishing,Own-child,White,Male,0.0,,37.0,United-States,<=80K,09/10/23,Y,crm,
26.0,Self-emp-not-inc,Under Graduate,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,<=80K,25/07/25,N,batch,
47.0,Private,Some-college,10.00,Married-civ-spouse,Handlers-cleaners,Husband,nan,Male,,0.0,40.0,United-States,<=80K,03/08/25,nan,batch,
47.0,Private,Under Graduate,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,25/10/24,nan,batch,
30.0,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,10-24-2023,N,web,
56.0,Local-gov,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,>80K,17/10/25,Y,web,
42.0,Self-emp-not-inc,Under Graduate,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,01-17-2025,N,app,
32.0,Private,nan,3,Separated,Farming-fishing,Other-relative,White,Male,0.0,0.0,60.0,Mexico,<=80K,04-25-2026,N,batch,
26.0,State-gov,Some-college,10.00,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,07/07/24,Y,batch,
68.0,Private,Under Graduate,3,Married-spouse-absent,Sales,Not-in-family,White,Male,0.0,0.0,22.0,United-States,<=80K,30/06/25,Y,crm,
20.0,Private,Under Graduate,5,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=80K,nan,N,web,
50.0,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1902.0,45.0,United-States,>80K,19/01/26,Y,crm,
58.0,Private,Some-college,10,Divorced,Machine-op-inspct,nan,Other,Male,0.0,0.0,40.0,Mexico,<=80K,08/01/24,Y,app,
68.0,Private,HS-grad,nan,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,,United-States,nan,08/12/23,Y,batch,
26.0,Unknown,Under Graduate,8,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,0.0,0.0,40.0,Dominican-Republic,<=80K,10-26-2024,Y,web,
34.0,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,>80K,21/10/23,nan,web,
46.0,Private,Under Graduate,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1902.0,40.0,United-States,>80K,12/12/24,N,crm,
59.0,Private,Under Graduate,6.00,Married-spouse-absent,Protective-serv,nan,Asian-Pac-Islander,Male,0.0,0.0,40.0,India,<=80K,nan,N,batch,
68.0,Self-emp-inc,Assoc-voc,11,Widowed,Sales,Not-in-family,White,Female,25124.0,0.0,50.0,United-States,>80K,22/09/23,N,web,
57.0,Local-gov,nan,9,Divorced,nan,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,06/10/24,N,batch,
25.0,Private,Under Graduate,6,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=80K,11/07/24,nan,web,
82.0,Self-emp-inc,Some-college,10.00,Widowed,nan,Not-in-family,White,Male,0.0,0.0,20.0,nan,<=80K,04/10/25,N,web,
25.0,Private,Under Graduate,6,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,40.0,United-States,<=80K,nan,N,batch,
46.0,Private,Under Graduate,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,03/12/23,N,crm,
50.0,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,15024.0,0.0,45.0,United-States,>80K,01/07/24,N,app,
54.0,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,,0.0,50.0,United-States,>80K,06-29-2024,Y,web,
40.0,Private,Under Graduate,1.00,Married-spouse-absent,Adm-clerical,Own-child,White,Male,,0.0,40.0,United-States,<=80K,29/08/25,Y,batch,
36.0,Private,Under Graduate,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,Guatemala,<=80K,09/04/26,Y,app,
62.0,Private,nan,15,nan,Craft-repair,nan,White,Male,0.0,0.0,45.0,United-States,>80K,12/02/24,nan,app,
53.0,Private,Under Graduate,8,Never-married,Other-service,Not-in-family,Other,Female,0.0,0.0,35.0,United-States,<=80K,29/11/24,Y,app,
47.0,Unknown,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,4.0,United-States,<=80K,24/09/25,nan,batch,
59.0,Private,Assoc-acdm,nan,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,,40.0,United-States,>80K,04/09/25,nan,app,
48.0,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>80K,22/12/25,nan,crm,
51.0,Unknown,Bachelors,13.00,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,,United-States,<=80K,11/11/24,N,app,
19.0,Private,Under Graduate,8,Never-married,Sales,Other-relative,White,Male,1055.0,0.0,40.0,United-States,<=80K,09/06/25,nan,batch,
